"","FeatureCode","DateCode","Measurement","Units","Value","Indices of Deprivation"
"13089","E07000140",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13090","E07000142",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13091","E07000125",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13092","E07000124",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13093","E07000126",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13094","E07000122",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13095","E07000121",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13096","E07000123",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13097","E07000131",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13098","E07000130",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13099","E07000132",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13100","E07000128",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13101","E07000127",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13102","E07000129",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13103","E07000168",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13104","E07000167",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13105","E07000170",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13106","E07000169",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13107","E07000165",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13108","E07000164",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13109","E07000166",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13110","E07000175",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13111","E07000174",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13112","E07000176",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13113","E07000172",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13114","E07000171",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13115","E07000173",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13116","E07000150",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13117","E07000149",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13118","E07000151",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13119","E07000147",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13120","E07000146",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13121","E07000148",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13122","E07000156",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13123","E07000155",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13124","E07000163",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13125","E07000153",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13126","E07000152",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13127","E07000154",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13128","E07000084",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13129","E07000083",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13130","E07000086",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13131","E07000085",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13132","E07000081",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13133","E07000080",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13134","E07000082",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13135","E07000091",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13136","E07000090",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13137","E07000092",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13138","E07000088",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13139","E07000087",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13140","E07000089",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13141","E07000072",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13142","E07000071",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13143","E07000073",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13144","E07000069",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13145","E07000068",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13146","E07000070",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13147","E07000078",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13148","E07000077",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13149","E07000079",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13150","E07000075",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13151","E07000074",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13152","E07000076",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13153","E07000113",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13154","E07000112",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13155","E07000114",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13156","E07000110",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13157","E07000109",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13158","E07000111",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13159","E07000119",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13160","E07000118",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13161","E07000120",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13162","E07000116",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13163","E07000115",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13164","E07000117",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13165","E07000098",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13166","E07000096",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13167","E07000099",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13168","E07000094",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13169","E07000093",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13170","E07000095",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13171","E07000107",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13172","E07000106",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13173","E07000108",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13174","E07000103",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13175","E07000102",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13176","E07000105",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13177","E07000011",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13178","E07000010",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13179","E07000026",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13180","E07000012",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13181","E07000008",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13182","E07000007",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13183","E07000009",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13184","E07000031",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13185","E07000030",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13186","E07000032",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13187","E07000028",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13188","E07000027",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13189","E07000029",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13190","E06000023",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13191","E06000022",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13192","E06000024",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13193","E06000020",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13194","E06000019",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13195","E06000021",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13196","E06000031",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13197","E06000030",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13198","E06000057",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13199","E06000026",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13200","E06000025",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13201","E06000027",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13202","E07000200",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13203","E07000199",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13204","E07000203",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13205","E07000202",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13206","E07000197",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13207","E07000196",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13208","E07000198",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13209","E07000211",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13210","E07000210",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13211","E07000212",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13212","E07000208",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13213","E07000207",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13214","E07000209",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13215","E07000181",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13216","E07000180",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13217","E07000187",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13218","E07000034",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13219","E07000033",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13220","E07000179",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13221","E07000194",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13222","E07000193",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13223","E07000195",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13224","E07000189",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13225","E07000188",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13226","E07000192",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13227","E06000032",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13228","E06000056",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13229","E06000034",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13230","E06000033",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13231","E06000054",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13232","E06000053",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13233","E06000055",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13234","E06000039",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13235","E06000038",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13236","E06000040",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13237","E06000036",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13238","E06000035",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13239","E06000037",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13240","E07000004",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13241","E07000241",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13242","E07000005",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13243","E07000178",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13244","E07000177",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13245","E07000240",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13246","E06000051",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13247","E06000050",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13248","E06000052",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13249","E06000047",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13250","E07000006",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13251","E06000049",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13252","E06000011",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13253","E06000010",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13254","E06000012",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13255","E06000008",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13256","E06000007",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13257","E06000009",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13258","E06000017",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13259","E06000016",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13260","E06000018",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13261","E06000014",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13262","E06000013",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13263","E06000015",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13264","E06000045",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13265","E06000044",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13266","E06000046",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13267","E06000042",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13268","E06000041",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13269","E06000043",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13270","E06000005",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13271","E06000004",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13272","E06000006",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13273","E06000002",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13274","E06000001",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
